Sample,Feature,Length (um),Area (um2)
TB14.1866.E,3b,443.58,6507.61
TB14.1866.E,3c,443.58,6507.61
TB14.1866.E,4a,694.36,15697.33
TB14.1866.E,4b,599.45,5976.97
TB14.1866.E,4c,599.45,5976.97
Sample,Feature,Length (um),Area (um2)
TB14.1885.A,1a,766.81,32102.43
TB14.1885.A,1b,593.64,19191.37
TB14.1885.A,1c,593.64,19191.37
TB14.1885.A,2a,3408.83,300754.95
TB14.1885.A,2b,2885.25,143274.86
TB14.1885.A,2c,2856.32,121864.62
TB14.1885.A,3a,965.25,55061.78
TB14.1885.A,3b,859.25,42891.31
TB14.1885.A,3c,777.22,34837.5
TB14.1885.A,4a,683.61,24938.87
TB14.1885.A,4b,607.88,15880.29
TB14.1885.A,4c,464.27,8020.86
Sample,Feature,Length (um),Area (um2)
TB14.1885.C,1a,988.88,42851.9
TB14.1885.C,1b,788.54,22777.9
TB14.1885.C,1c,717.8,15220.41
TB14.1885.C,2a,900.63,26527.89
TB14.1885.C,2b,680.15,9965.66
TB14.1885.C,2c,626.5,4263.4
TB14.1885.C,3a,637.99,14949.26
TB14.1885.C,3b,508.46,5920.58
TB14.1885.C,3c,490.56,4264.79
TB14.1885.C,4a,666.83,17901.75
TB14.1885.C,4b,479.98,7602.85
TB14.1885.C,4c,375.15,3879.35
Sample,Feature,Length (um),Area (um2)
TB14.1885.E,1a,1176.78,58357.77
TB14.1885.E,1b,1121.96,44637.31
TB14.1885.E,1c,960.64,26419.17
TB14.1885.E,2a,1384.97,75861.93
TB14.1885.E,2b,1206.34,46041.08
TB14.1885.E,2c,1143.9,38724.08
TB14.1885.E,3a,750.43,28118.55
TB14.1885.E,3b,548.49,14310.28
TB14.1885.E,3c,548.49,14310.28
TB14.1885.E,4a,884.56,28595.98
TB14.1885.E,4b,794.26,21252.49
TB14.1885.E,4c,581.77,14331.44
Sample,Feature,Length (um),Area (um2)
TB14.1990.A,1a,828.51,35040.99
TB14.1990.A,1b,667,19782.7
TB14.1990.A,1c,667,19782.7
TB14.1990.A,2a,1069.74,69127.51
TB14.1990.A,2b,914.14,52638.78
TB14.1990.A,2c,914.14,52638.78
TB14.1990.A,3a,658.42,19472.4
TB14.1990.A,3b,537.17,9865.31
TB14.1990.A,3c,537.17,9865.31
TB14.1990.A,4a,864.62,41296.84
TB14.1990.A,4b,747.02,28089.66
TB14.1990.A,4b,747.02,28089.66
Sample,Feature,Length (um),Area (um2)
TB14.1990.C,1a,4314.33,1239021.62
TB14.1990.C,1b,3679.8,883545.22
TB14.1990.C,1c,3597.45,850427.24
TB14.1990.C,2a,1082.98,66821.97
TB14.1990.C,2b,894.94,45351.93
TB14.1990.C,2c,894.94,45351.93
TB14.1990.C,3a,1541.46,136697.43
TB14.1990.C,3b,1386.12,99390.31
TB14.1990.C,3c,1386.12,99390.31
TB14.1990.C,4a,663.85,22405.51
TB14.1990.C,4b,565.93,15445.44
TB14.1990.C,4c,565.93,15445.44
Sample,Feature,Length (um),Area (um2)
TB14.1990.E,1a,1880.09,226344.95
TB14.1990.E,1b,1658.02,179907.28
TB14.1990.E,1c,1658.02,179907.28
TB14.1990.E,2a,1574.78,83660.03
TB14.1990.E,2b,1358.2,57794.44
TB14.1990.E,2c,1358.2,57794.44
TB14.1990.E,3a,1930.75,96448.83
TB14.1990.E,3b,1647.6,47376.82
TB14.1990.E,3c,1647.6,47376.82
TB14.1990.E,4a,1315.88,82800.21
TB14.1990.E,4b,1123.72,54901.24
TB14.1990.E,4c,1123.72,54901.24
Sample,Feature,Length (um),Area (um2)
TB14.2196.A,1a,6106.52,707661.11
TB14.2196.A,1b,4991.53,281279.39
TB14.2196.A,1c,4991.53,281279.39
TB14.2196.A,2a,1250.56,57325.12
TB14.2196.A,2b,1045.25,13330.21
TB14.2196.A,2c,1045.25,13330.21
TB14.2196.A,3a,2695.93,149362.82
TB14.2196.A,3b,2404.25,49253.08
TB14.2196.A,3c,2389.07,37654.93
TB14.2196.A,4a,1572.13,88834.07
TB14.2196.A,4b,1302.18,49599.24
TB14.2196.A,4c,1302.18,49599.24
Sample,Feature,Length (um),Area (um2)
TB14.2196.C,1a,508.26,10600.97
TB14.2196.C,1b,367.3,3941.56
TB14.2196.C,1c,367.3,3941.56
TB14.2196.C,2a,768.56,24593.59
TB14.2196.C,2b,591.91,13237.97
TB14.2196.C,2c,591.91,13237.97
TB14.2196.C,3a,517.53,12536.27
TB14.2196.C,3b,401.23,4522.38
TB14.2196.C,3c,401.23,4522.38
TB14.2196.C,4a,325.31,5902.21
TB14.2196.C,4b,253.68,3185.89
TB14.2196.C,4c,253.68,3185.89
Sample,Feature,Length (um),Area (um2)
TB14.2196.E,1a,1943.1,101994.24
TB14.2196.E,1b,1801.92,21788.96
TB14.2196.E,1c,1801.92,21788.96
TB14.2196.E,2a,279.3,3792.43
TB14.2196.E,2b,234.78,2439.59
TB14.2196.E,2c,265.57,1888.3
TB14.2196.E,3a,1482.08,39357.73
TB14.2196.E,3b,1357.2,24189.4
TB14.2196.E,3c,1187.31,13224.16
TB14.2196.E,4a,1079.76,35484.97
TB14.2196.E,4b,898.6,15937.18
TB14.2196.E,4c,898.6,15937.18
Sample,Feature,Length (um),Area (um2)
TB14.2197.C,1a,1142.23,64123.27
TB14.2197.C,1b,911.58,37045.48
TB14.2197.C,1c,746.87,17201.83
TB14.2197.C,2a,3930.8,262571.78
TB14.2197.C,2b,3331.18,147600.59
TB14.2197.C,2c,2868.34,37781.13
TB14.2197.C,3a,4016.79,500548.58
TB14.2197.C,3b,3607.42,228584.22
TB14.2197.C,3c,2520.38,83664.98
TB14.2197.C,4a,491.12,13672.19
TB14.2197.C,4b,403.67,7753.89
TB14.2197.C,4c,331.16,4404.29
Sample,Feature,Length (um),Area (um2)
TB14.2197.C,1a,1598.05,122525.26
TB14.2197.C,1b,1316.83,71810.89
TB14.2197.C,1c,1037.26,33334.65
TB14.2197.C,2a,1007.61,56814.75
TB14.2197.C,2b,841.9,39615.45
TB14.2197.C,2c,620.48,19834.4
TB14.2197.C,3a,893.01,37280.01
TB14.2197.C,3b,719.54,19399.29
TB14.2197.C,3c,633.1,14264.28
TB14.2197.C,4a,1519.79,110379.5
TB14.2197.C,4b,1300.78,66543.98
TB14.2197.C,4c,901.44,9798.16
Sample,Feature,Length (um),Area (um2)
TB14.2197.E,1a,2496.49,265263.14
TB14.2197.E,1b,2135.43,190464.15
TB14.2197.E,1c,1888.75,113962.23
TB14.2197.E,2a,1635.91,116223.04
TB14.2197.E,2b,1373.95,79350.77
TB14.2197.E,2c,1126.26,34089.18
TB14.2197.E,3a,733.58,31355.25
TB14.2197.E,3b,573.09,17521.13
TB14.2197.E,3c,332.63,5954.29
TB14.2197.E,4a,978.82,48789.08
TB14.2197.E,4b,779.83,28942.14
TB14.2197.E,4c,541.61,9534.23
Sample,Feature,Length (um),Area (um2)
TB14.2284.E,1a,3285.28,498984.65
TB14.2284.E,1b,3037.91,339557.34
TB14.2284.E,1c,2987.18,309752.71
TB14.2284.E,2a,945.14,43046.01
TB14.2284.E,2b,781.28,25520.83
TB14.2284.E,2c,781.28,25520.83
TB14.2284.E,3a,966.06,38436.96
TB14.2284.E,3b,794.25,16377.74
TB14.2284.E,3c,794.25,16377.74
TB14.2284.E,4a,3122.51,337896.1
TB14.2284.E,4b,2014.36,141649.35
TB14.2284.E,4c,1925.18,105785.02
Sample,Feature,Length (um),Area (um2)
TB14.2286.A,1a,3683.17,655727.7
TB14.2286.A,1b,2809.37,355006.32
TB14.2286.A,1c,2722.86,311879.98
TB14.2286.A,2a,1220.36,73288.15
TB14.2286.A,2b,1032.39,42064.55
TB14.2286.A,2c,1032.39,42064.55
TB14.2286.A,3a,707.73,31235.39
TB14.2286.A,3b,569.99,15445.69
TB14.2286.A,3c,569.99,15445.69
TB14.2286.A,4a,3088.35,342857.9
TB14.2286.A,4b,2632.1,116398.4
TB14.2286.A,4c,2436.71,77793.05
Sample,Feature,Length (um),Area (um2)
TB14.2286.C,1a,1826.08,165460.66
TB14.2286.C,1b,1551.92,98707.49
TB14.2286.C,1c,1551.92,98707.49
TB14.2286.C,2a,757.6,36318.95
TB14.2286.C,2b,602.85,20584.5
TB14.2286.C,2c,602.85,20584.5
TB14.2286.C,3a,847.13,36581.74
TB14.2286.C,3b,670.08,19831.61
TB14.2286.C,3c,670.08,19831.61
TB14.2286.C,4a,2568.88,194607.94
TB14.2286.C,4b,2247.28,102976.33
TB14.2286.C,4c,2190.66,86735.69
Sample,Feature,Length (um),Area (um2)
TB14.2286.E,1a,3222.66,325425.21
TB14.2286.E,1b,2783.72,153718.96
TB14.2286.E,1c,2653.27,116383.71
TB14.2286.E,2a,1160.6,71174.32
TB14.2286.E,2b,958.67,43610.11
TB14.2286.E,2c,958.67,43610.11
TB14.2286.E,3a,4184.26,483725.47
TB14.2286.E,3b,3502.67,312939.36
TB14.2286.E,3c,3455.54,281417.24
TB14.2286.E,4a,1802.41,136455.68
TB14.2286.E,4b,1527.88,69210.63
TB14.2286.E,4c,1527.88,69210.63
Sample,Feature,Length (um),Area (um2)
TB14.2384.A,1a,1513.17,70243.03
TB14.2384.A,1b,1288.74,28349.15
TB14.2384.A,1c,1260.68,20634.93
TB14.2384.A,2a,706.16,28826.71
TB14.2384.A,2b,607.59,16430.07
TB14.2384.A,2c,561.45,14441.17
TB14.2384.A,3a,1485.42,98104.62
TB14.2384.A,3b,1327.11,54347.41
TB14.2384.A,3c,1327.11,54347.41
TB14.2384.A,4a,1416.47,51692.29
TB14.2384.A,4b,1151.06,22583.53
TB14.2384.A,4c,1151.06,22583.53
Sample,Feature,Length (um),Area (um2)
TB14.2384.C,1a,3117.48,336840.89
TB14.2384.C,1b,2586.23,113510.4
TB14.2384.C,1c,2546.49,91918.59
TB14.2384.C,2a,1719.19,108508.56
TB14.2384.C,2b,1504.03,52177.45
TB14.2384.C,2c,1504.03,52177.45
TB14.2384.C,3a,1444.17,61641.86
TB14.2384.C,3b,1138.84,14217.4
TB14.2384.C,3c,1138.84,14217.4
TB14.2384.C,4a,2340.17,133649.27
TB14.2384.C,4b,1860.87,60910.01
TB14.2384.C,4c,1860.87,60910.01
Sample,Feature,Length (um),Area (um2)
TB14.2489.A,1a,2501.31,299752.46
TB14.2489.A,1b,2034.57,151297.99
TB14.2489.A,1c,1921.82,117197.28
TB14.2489.A,2a,924.24,42253.72
TB14.2489.A,2b,642.76,19909.53
TB14.2489.A,2c,642.76,19909.53
TB14.2489.A,3a,643.04,17426.61
TB14.2489.A,3b,391.86,7144.43
TB14.2489.A,3c,391.86,7144.43
TB14.2489.A,4a,1329.08,68864.6
TB14.2489.A,4b,1187.63,27082.1
TB14.2489.A,4c,1187.63,27082.1
Sample,Feature,Length (um),Area (um2)
TB14.2489.C,1a,1255.79,83342.64
TB14.2489.C,1b,1117.91,56382.94
TB14.2489.C,1c,1060.05,49696.04
TB14.2489.C,2a,1170.13,82951.88
TB14.2489.C,2b,1023.07,57972.46
TB14.2489.C,2c,1017.73,53631.52
TB14.2489.C,3a,1033.74,54910.24
TB14.2489.C,3b,825.68,32664.37
TB14.2489.C,3c,795.65,26849.97
TB14.2489.C,4a,1102.73,49042.49
TB14.2489.C,4b,932.73,25184.93
TB14.2489.C,4c,948.44,21346.25
Sample,Feature,Length (um),Area (um2)
TB14.2489.E,1a,1967.99,176559.71
TB14.2489.E,1b,1730.48,110083.64
TB14.2489.E,1c,1730.48,110083.64
TB14.2489.E,2a,1049.27,54775.17
TB14.2489.E,2b,893.67,33252.42
TB14.2489.E,2c,893.67,33252.42
TB14.2489.E,3a,759.19,30326.91
TB14.2489.E,3b,676.19,21262.88
TB14.2489.E,3c,596.4,17528.73
TB14.2489.E,4a,1587.21,160310.07
TB14.2489.E,4b,1421.56,118858.65
TB14.2489.E,4c,1414.21,111275.06
Sample,Feature,Length (um),Area (um2)
TB14.2506.A,1a,672.32,19180.09
TB14.2506.A,1b,569.77,10374.42
TB14.2506.A,1c,512.16,7109.21
TB14.2506.A,2a,1712.37,71725.24
TB14.2506.A,2b,1347.3,27553.82
TB14.2506.A,2c,1347.3,27553.82
TB14.2506.A,3a,534.85,14248.07
TB14.2506.A,3b,392.45,7305.6
TB14.2506.A,3c,392.45,7305.6
TB14.2506.A,4a,1144.38,50569.04
TB14.2506.A,4b,785.69,10954.6
TB14.2506.A,4c,785.69,10954.6
Sample,Region,Length (um),Area (um2)
TB14.2506.C,1a,1105.46,49935.01
TB14.2506.C,1b,951.34,30113.03
TB14.2506.C,1c,951.34,30113.03
TB14.2506.C,2a,1404.83,78219.54
TB14.2506.C,2b,1261.03,48926.94
TB14.2506.C,2c,1223.03,37653.92
TB14.2506.C,3a,1435.1,85424.16
TB14.2506.C,3b,1271.17,51287.34
TB14.2506.C,3c,1271.17,51287.34
TB14.2506.C,4a,1245.88,55147.18
TB14.2506.C,4b,1113.69,22244.6
TB14.2506.C,4c,1113.69,22244.6
Sample,Feature,Length (um),Area (um2)
TB14.2506.E,1a,1621.1,145909.58
TB14.2506.E,1b,1461.06,114603.87
TB14.2506.E,1c,1314.38,94911
TB14.2506.E,2a,536.68,11402.51
TB14.2506.E,2b,437.67,4512.63
TB14.2506.E,2c,437.67,4512.63
TB14.2506.E,3a,939.37,49062.26
TB14.2506.E,3b,769.38,28667.82
TB14.2506.E,3c,769.38,28667.82
TB14.2506.E,4a,950.38,51482.08
TB14.2506.E,4b,807.05,34974.73
TB14.2506.E,4c,807.05,34974.73
